ProductName,Rating,Price,OriginalPrice,Discount,Reviews,Features,PageNumber,Ratings1,Reviews1,Number_Ratings,Number_Reviews,Brand,Ton,Star,AC_Type,Power_Usage,Room_Size
Samsung 2025 Model 1.5 Ton 5 Star Split Inverter with Wi-fi AC,4.2,36490,72990,50,"26,515 Ratings & 2,683 Reviews",Annual Power Usage: 751.24 WRoom Size: 111 - 150 sqft5 Years Comprehensive Warranty on AC and 10 Years Warranty on Compressor,1,"26,515 Ratings "," 2,683 Reviews",26515,2683,Samsung,1.5,5.0,Split,751.24,111 - 150 sqft
Voltas 2026 Model 1.5 Ton 3 Star Split Inverter AC,4.2,33990,60990,44,"83,437 Ratings & 7,067 Reviews","Annual Power Usage: 900.94 kWhRoom Size: 111 - 150 sqft1 Year Warranty On Product,10 Years Warranty On Compressor",1,"83,437 Ratings "," 7,067 Reviews",83437,7067,Voltas,1.5,3.0,Split,900.94,111 - 150 sqft
MarQ by Flipkart 2026 Model 1 Ton 3 Star Split Inverter 5-in-1 Convertible with Turbo Cool Technology ...,4.2,21990,47999,54,"43,706 Ratings & 5,407 Reviews",Annual Power Usage: 594.03 kWhRoom Size: 90 sqft or Below1 year comprehensive warranty on product and 10 years warranty on compressor,1,"43,706 Ratings "," 5,407 Reviews",43706,5407,MarQ,1.0,3.0,Split,594.03,90 sqft
MarQ by Flipkart 2026 Model 1.5 Ton 3 Star Split Inverter 5-in-1 Convertible with Turbo Cool Technolog...,4.2,26490,49999,47,"49,936 Ratings & 6,373 Reviews",Annual Power Usage: 858.22 kWhRoom Size: 111 - 150 sqft1 year comprehensive warranty on product and 10 years warranty on compressor,1,"49,936 Ratings "," 6,373 Reviews",49936,6373,MarQ,1.5,3.0,Split,858.22,111 - 150 sqft
Voltas 2025 Model 1.5 Ton 5 Star Split Inverter 4-IN-1 Adjustable Mode | Energy Efficient | High Ambie...,4.2,38990,69990,44,"41,002 Ratings & 3,819 Reviews","Annual Power Usage: 751.28 UnitsRoom Size: 111 - 150 sqft5 years warranty from the date of installation, (Inverter or Fixed Speed SACs) of Tonnage up to 2.2 Tr (Offer valid till 31st May 2026). It is applicable only for residential usage and does not apply to commercial or National Accounts customers, 5 Years warranty on PCB, 10 Years on Inverter Compressor",1,"41,002 Ratings "," 3,819 Reviews",41002,3819,Voltas,1.5,5.0,Split,751.28,111 - 150 sqft
Daikin 2026 Model 1.5 Ton 3 Star Split Inverter AC,4.2,37490,56100,33,"24,785 Ratings & 1,912 Reviews",Annual Power Usage: 880.1 kWhRoom Size: 111 - 150 sqft1 Year Warranty on Product and  5 Years Warranty on PCB and 10 Years Warranty on Compressor,1,"24,785 Ratings "," 1,912 Reviews",24785,1912,Daikin,1.5,3.0,Split,880.1,111 - 150 sqft
MarQ by Flipkart 2025 Model 1.5 Ton 5 Star Split Inverter 5-in-1 Convertible with Turbo Cool Technolog...,4.2,28990,56199,48,"29,718 Ratings & 3,672 Reviews",Annual Power Usage: 781.88 UnitsRoom Size: 111 - 150 sqft1 Year Warranty on Product and 10 Years Warranty on Compressor,1,"29,718 Ratings "," 3,672 Reviews",29718,3672,MarQ,1.5,5.0,Split,781.88,111 - 150 sqft
"LG 2025 Model 1.5 Ton 5 Star Split Dual Inverter with Faster Cooling and Energy Saving, AI Convertible...",4.2,42990,78990,45,"46,175 Ratings & 4,255 Reviews",Annual Power Usage: 744.75 kWhRoom Size: 111 - 150 sqft1 Year Manufacturing Warranty on Product,1,"46,175 Ratings "," 4,255 Reviews",46175,4255,LG,1.5,5.0,Split,744.75,111 - 150 sqft
Daikin 2026 Model 1.5 Ton 4 Star Split Inverter AC,4.1,40990,60000,31,953 Ratings & 106 Reviews,"Annual Power Usage: 751.22 kWhRoom Size: 111 - 150 sqft1 Year Warranty on Product,  5 Years warranty on PCB and 10 Years Warranty on Compressor",1,953 Ratings , 106 Reviews,953,106,Daikin,1.5,4.0,Split,751.22,111 - 150 sqft
MarQ by Flipkart 2026 Model 1.5 Ton 5 Star Split Inverter 5-in-1 Convertible with Turbo Cool Technolog...,4.2,31490,58999,46,"29,718 Ratings & 3,672 Reviews",Annual Power Usage: 656.35 kWhRoom Size: 111 - 150 sqft1 year comprehensive warranty on product and 10 years warranty on compressor,1,"29,718 Ratings "," 3,672 Reviews",29718,3672,MarQ,1.5,5.0,Split,656.35,111 - 150 sqft
Godrej 2025 Model 1 Ton 3 Star Split Inverter 5-In-1-Convertible Cooling with Heavy Duty Cooling At Ex...,4.0,26490,38600,31,"8,298 Ratings & 716 Reviews","Annual Power Usage: 1034 UnitsRoom Size: 90 sqft or Below5 Years Warranty on Whole Product (Valid on sales post 1 Sep 2024, warranty can be availed after registering on Brand website within 7 days of purchase) and 10 Years Warranty on Compressor",1,"8,298 Ratings ", 716 Reviews,8298,716,Godrej,1.0,3.0,Split,1034.0,90 sqft
"CARRIER 2026 Model 1.5 Ton 3 Star Split AI Inverter Convertible 6-in-1 with Smart Energy Display, Inst...",4.2,32490,65500,50,"38,222 Ratings & 4,626 Reviews","Annual Power Usage: 854.39 kWhRoom Size: 111 - 150 sqft1 Year Warranty on Product, 5 Years on PCB and 10 Years on the Compressor",1,"38,222 Ratings "," 4,626 Reviews",38222,4626,CARRIER,1.5,3.0,Split,854.39,111 - 150 sqft
Godrej 2025 Model 1.5 Ton 3 Star Split Inverter 5-In-1 Convertible Cooling with Heavy Duty Cooling and...,4.0,31667,45900,31,"22,727 Ratings & 1,770 Reviews","Annual Power Usage: 983.99 kWhRoom Size: 111 - 150 sqft10 years warranty on compressor, 5 year warranty on whole product (Applicable on purchase after Sept 2024 and warranty can be availed after registering on brand website within 30 days of purchase)",1,"22,727 Ratings "," 1,770 Reviews",22727,1770,Godrej,1.5,3.0,Split,983.99,111 - 150 sqft
Whirlpool 2026 Model 1.5 Ton 3 Star Split Inverter AC,4.1,32240,57150,43,"30,027 Ratings & 3,540 Reviews","Annual Power Usage: 858.22 kWhRoom Size: 111 - 150 sqft1 year warranty on product, 5 years  warranty on compressor",1,"30,027 Ratings "," 3,540 Reviews",30027,3540,Whirlpool,1.5,3.0,Split,858.22,111 - 150 sqft
MarQ by Flipkart 2025 Model 1 Ton 3 Star Split Inverter 5-in-1 Convertible with Turbo Cool Technology ...,4.2,21990,45099,51,"43,706 Ratings & 5,407 Reviews",Annual Power Usage: 684.9 UnitsRoom Size: 90 sqft or Below1 Year Warranty on Product and 10 Years Warranty on Compressor,1,"43,706 Ratings "," 5,407 Reviews",43706,5407,MarQ,1.0,3.0,Split,684.9,90 sqft
"TCL 2026 Model 1 Ton 3 Star Split Inverter 7 Step Convertible with Powerful and Fast cooling, 4 Ways S...",3.8,24990,48991,48,827 Ratings & 110 Reviews,"Annual Power Usage: 596.47 kWhRoom Size: 90 sqft or Below1 year warranty on product,5 Years on PCB and 10 Years on the Compressor",1,827 Ratings , 110 Reviews,827,110,TCL,1.0,3.0,Split,596.47,90 sqft
"Samsung Bespoke AI 2026 Model 1.5 ton 4 Star Split Inverter with Wi-fi Energy Saving, Voice Control, P...",4.1,38990,82990,53,"6,233 Ratings & 578 Reviews",Annual Power Usage: 713.57 kWhRoom Size: 111 - 150 sqft5 year comprehensive warranty on product and 10 years warranty on compressor,1,"6,233 Ratings ", 578 Reviews,6233,578,Samsung,1.5,4.0,Split,713.57,111 - 150 sqft
CARRIER 2026 Model 1.5 Ton 3 Star Split AI Inverter with Wi-fi Convertible 6-in-1 with Geo-Fencing & V...,4.2,33490,65900,49,"38,222 Ratings & 4,626 Reviews","Annual Power Usage: 854.39 kWhRoom Size: 111 - 150 sqft1 Year Warranty on Product, 5 Years on PCB and 10 Years on the Compressor",1,"38,222 Ratings "," 4,626 Reviews",38222,4626,CARRIER,1.5,3.0,Split,854.39,111 - 150 sqft
MarQ by Flipkart 2026 Model 1 Ton 5 Star Split Inverter 5-in-1 Convertible with Turbo Cool Technology ...,4.2,27990,51999,46,"3,041 Ratings & 379 Reviews",Annual Power Usage: 472.64 kWhRoom Size: 90 sqft or Below1 Year on Product and 10 Years Warranty on Compressor,1,"3,041 Ratings ", 379 Reviews,3041,379,MarQ,1.0,5.0,Split,472.64,90 sqft
LG 2025 Model 1.5 Ton 5 Star Split AI Dual Inverter AI Convertible 6-in-1 Split with Faster Cooling an...,4.2,42990,78990,45,"46,175 Ratings & 4,255 Reviews","Annual Power Usage: 744.75 kWhRoom Size: 111 - 150 sqft1 Year Warranty on Product,5 year on Pcb and 10 Years Warranty on Compressor",1,"46,175 Ratings "," 4,255 Reviews",46175,4255,LG,1.5,5.0,Split,744.75,111 - 150 sqft
Midea 2026 Model 1.5 Ton 3 Star Split AI Inverter with Wi-fi Convertible 6-in-1 with Turbo Mode for Fa...,4.3,29990,59700,49,"18,604 Ratings & 2,838 Reviews","Annual Power Usage: 854.39 kWhRoom Size: 111 - 150 sqft5 Year Comprehensive Warranty On Product,10 Year Warranty On Compressor",1,"18,604 Ratings "," 2,838 Reviews",18604,2838,Midea,1.5,3.0,Split,854.39,111 - 150 sqft
Whirlpool 2025 Model 1.5 Ton 5 Star Split Inverter AC,4.2,34040,65083,47,"21,787 Ratings & 2,439 Reviews","Annual Power Usage: 728.95 kWhRoom Size: 111 - 150 sqft1 Year Warranty On Product, 5 Year Warranty On Compressor",1,"21,787 Ratings "," 2,439 Reviews",21787,2439,Whirlpool,1.5,5.0,Split,728.95,111 - 150 sqft
"IFB 2025 Model 2 Ton 3 Star Split Inverter Silver Plus Series with HD Compressor, AI, Dual Gold Fin, N...",4.2,41990,73740,43,"1,194 Ratings & 115 Reviews","Annual Power Usage: 1252.53 UnitsRoom Size: 151 - 200 sqft1 Year warranty on Product , 5 Years warranty on PCB and 10 Years Warranty on Compressor",2,"1,194 Ratings ", 115 Reviews,1194,115,IFB,2.0,3.0,Split,1252.53,151 - 200 sqft
"Panasonic 2026 Model 1.5 Ton 3 Star Split Inverter with Wi-fi Smart, DustBuster Tech, Matter Enabled, ...",4.1,36990,54000,31,"24,445 Ratings & 2,408 Reviews","Annual Power Usage: 877.74 kWhRoom Size: 111 - 150 sqft1 Year Comprehensive warranty on Product,
5 Years warranty on PCB & 
10 Years warranty on Compressor",2,"24,445 Ratings "," 2,408 Reviews",24445,2408,Panasonic,1.5,3.0,Split,877.74,111 - 150 sqft
Voltas 2026 Model 1.5 Ton 3 Star Split Inverter AC,4.2,33990,60990,44,"83,437 Ratings & 7,067 Reviews","Annual Power Usage: 900.94 kWhRoom Size: 111 - 150 sqft1 Year Warranty On Product,10 Years Warranty On Compressor",2,"83,437 Ratings "," 7,067 Reviews",83437,7067,Voltas,1.5,3.0,Split,900.94,111 - 150 sqft
"LG 2025 Model 1.5 Ton 5 Star Split Dual Inverter with Faster Cooling and Energy Saving, AI Convertible...",4.2,42990,78990,45,"46,175 Ratings & 4,255 Reviews",Annual Power Usage: 744.75 kWhRoom Size: 111 - 150 sqft1 Year Manufacturing Warranty on Product,2,"46,175 Ratings "," 4,255 Reviews",46175,4255,LG,1.5,5.0,Split,744.75,111 - 150 sqft
Lloyd 2026 Model 1.5 Ton 3 Star Split Inverter AC,4.1,33990,56990,40,"20,599 Ratings & 2,180 Reviews","Annual Power Usage: 831.01 kWhRoom Size: 111 - 150 sqft1 Year Comprehensive Warranty on AC, 5 Year Warranty on Component and 10 Years Warranty on Compressor",2,"20,599 Ratings "," 2,180 Reviews",20599,2180,Lloyd,1.5,3.0,Split,831.01,111 - 150 sqft
"ONIDA 2025 Model 1.5 Ton 5 Star Split Inverter 5-in-1 Convertible, Energy Efficient, Deep frost Clean,...",4.2,31490,60000,47,"7,142 Ratings & 843 Reviews","Annual Power Usage: 744.21 kWhRoom Size: 111 - 150 sqft1 Years Warranty On Product, 5 Years Warranty on Compressor",2,"7,142 Ratings ", 843 Reviews,7142,843,ONIDA,1.5,5.0,Split,744.21,111 - 150 sqft
Godrej 2025 Model 1 Ton 3 Star Split Inverter 5-In-1-Convertible Cooling with Heavy Duty Cooling At Ex...,4.0,26490,38600,31,"8,298 Ratings & 716 Reviews","Annual Power Usage: 1034 UnitsRoom Size: 90 sqft or Below5 Years Warranty on Whole Product (Valid on sales post 1 Sep 2024, warranty can be availed after registering on Brand website within 7 days of purchase) and 10 Years Warranty on Compressor",2,"8,298 Ratings ", 716 Reviews,8298,716,Godrej,1.0,3.0,Split,1034.0,90 sqft
"CARRIER 2026 Model 1.5 Ton 3 Star Split AI Inverter Convertible 6-in-1 with Smart Energy Display, Inst...",4.2,32490,65500,50,"38,222 Ratings & 4,626 Reviews","Annual Power Usage: 854.39 kWhRoom Size: 111 - 150 sqft1 Year Warranty on Product, 5 Years on PCB and 10 Years on the Compressor",2,"38,222 Ratings "," 4,626 Reviews",38222,4626,CARRIER,1.5,3.0,Split,854.39,111 - 150 sqft
"IFB 2025 Model 1.5 Ton 5 Star Split Inverter Silver Plus Series with HD Compressor, AI, Dual Gold Fin,...",4.2,35490,66365,46,"15,363 Ratings & 1,538 Reviews","Annual Power Usage: 721.04 UnitsRoom Size: 111 - 150 sqft1 Year warranty on Product , 5 Years warranty on PCB and 10 Years Warranty on Compressor",2,"15,363 Ratings "," 1,538 Reviews",15363,1538,IFB,1.5,5.0,Split,721.04,111 - 150 sqft
Haier 2026 Model 1.5 Ton 3 Star Split Twin Inverter AC,4.0,33990,59000,42,"6,315 Ratings & 597 Reviews",Annual Power Usage: 851.12 kWhRoom Size: 111 - 150 sqft5 years on the product and 12 years on the compressor (1-year warranty card in the box + 4-year promotional warranty auto activated post-installation).,2,"6,315 Ratings ", 597 Reviews,6315,597,Haier,1.5,3.0,Split,851.12,111 - 150 sqft
MarQ by Flipkart 2025 Model 1 Ton 5 Star Split Inverter 5-in-1 Convertible with Turbo Cool Technology ...,4.2,27490,48799,43,"3,041 Ratings & 379 Reviews",Annual Power Usage: 526.8 UnitsRoom Size: 90 sqft or Below1 Year Warranty on Product and 10 Years Warranty on Compressor,2,"3,041 Ratings ", 379 Reviews,3041,379,MarQ,1.0,5.0,Split,526.8,90 sqft
"Godrej 2025 Model 1.5 Ton 4 Star Split Inverter 5-In-1-Convertible Cooling, 4 Way Air Swing And Heavy ...",3.9,30990,46000,32,"11,102 Ratings & 811 Reviews","Annual Power Usage: 835.07 UnitsRoom Size: 111 - 150 sqft5 Years Warranty on Whole Product (Valid on sales post 1 Sep 2024, warranty can be availed after registering on Brand website within 7 days of purchase) and 10 Years Warranty on Compressor",2,"11,102 Ratings ", 811 Reviews,11102,811,Godrej,1.5,4.0,Split,835.07,111 - 150 sqft
Whirlpool 2026 Model 1.5 Ton 3 Star Split Inverter AC,4.1,32240,57150,43,"30,027 Ratings & 3,540 Reviews","Annual Power Usage: 858.22 kWhRoom Size: 111 - 150 sqft1 year warranty on product, 5 years  warranty on compressor",2,"30,027 Ratings "," 3,540 Reviews",30027,3540,Whirlpool,1.5,3.0,Split,858.22,111 - 150 sqft
Samsung 2025 Model 1.5 Ton 5 Star Split Inverter with Wi-fi AC,4.2,36490,72990,50,"26,515 Ratings & 2,683 Reviews",Annual Power Usage: 751.24 WRoom Size: 111 - 150 sqft5 Years Comprehensive Warranty on AC and 10 Years Warranty on Compressor,2,"26,515 Ratings "," 2,683 Reviews",26515,2683,Samsung,1.5,5.0,Split,751.24,111 - 150 sqft
CARRIER 2026 Model 1.5 Ton 3 Star Split AI Inverter with Wi-fi Convertible 6-in-1 with Geo-Fencing & V...,4.2,33490,65900,49,"38,222 Ratings & 4,626 Reviews","Annual Power Usage: 854.39 kWhRoom Size: 111 - 150 sqft1 Year Warranty on Product, 5 Years on PCB and 10 Years on the Compressor",2,"38,222 Ratings "," 4,626 Reviews",38222,4626,CARRIER,1.5,3.0,Split,854.39,111 - 150 sqft
"Samsung Bespoke AI 2026 Model 1.5 ton 4 Star Split Inverter with Wi-fi Energy Saving, Voice Control, P...",4.1,38990,82990,53,"6,233 Ratings & 578 Reviews",Annual Power Usage: 713.57 kWhRoom Size: 111 - 150 sqft5 year comprehensive warranty on product and 10 years warranty on compressor,2,"6,233 Ratings ", 578 Reviews,6233,578,Samsung,1.5,4.0,Split,713.57,111 - 150 sqft
MarQ by Flipkart 2025 Model 0.75 ton 3 Star Split Inverter 4-in-1 Convertible with Turbo Cool Technolo...,4.2,19990,42799,53,"2,503 Ratings & 276 Reviews",Annual Power Usage: 553.16 UnitsRoom Size: 90 sqft or Below1 Year Warranty on Product and 10 Years Warranty on Compressor,2,"2,503 Ratings ", 276 Reviews,2503,276,MarQ,1.5,3.0,Split,553.16,90 sqft
MarQ by Flipkart 2025 Model 1.5 Ton 3 Star Split Inverter 4-in-1 Convertible with Turbo Cool Technolog...,4.2,25990,46999,44,"49,936 Ratings & 6,373 Reviews",Annual Power Usage: 964.1 kWhRoom Size: 111 - 150 sqft1 Year on Product and 10 Years Warranty on Compressor,2,"49,936 Ratings "," 6,373 Reviews",49936,6373,MarQ,1.5,3.0,Split,964.1,111 - 150 sqft
realme TechLife 2026 Model 1.5 Ton 5 Star Split Inverter with Wi-fi AC,4.2,31990,59999,46,"4,506 Ratings & 594 Reviews",Room Size: 111 - 150 sqft1 Year warranty on Product and 10 Years Warranty on Compressor,2,"4,506 Ratings ", 594 Reviews,4506,594,realme,1.5,5.0,Split,854.39,111 - 150 sqft
LG 2025 Model 1.5 Ton 5 Star Split AI Dual Inverter AI Convertible 6-in-1 Split with Faster Cooling an...,4.2,42990,78990,45,"46,175 Ratings & 4,255 Reviews","Annual Power Usage: 744.75 kWhRoom Size: 111 - 150 sqft1 Year Warranty on Product,5 year on Pcb and 10 Years Warranty on Compressor",2,"46,175 Ratings "," 4,255 Reviews",46175,4255,LG,1.5,5.0,Split,744.75,111 - 150 sqft
Midea 2026 Model 1.5 Ton 3 Star Split AI Inverter with Wi-fi Convertible 6-in-1 with Turbo Mode for Fa...,4.3,29990,59700,49,"18,604 Ratings & 2,838 Reviews","Annual Power Usage: 854.39 kWhRoom Size: 111 - 150 sqft5 Year Comprehensive Warranty On Product,10 Year Warranty On Compressor",2,"18,604 Ratings "," 2,838 Reviews",18604,2838,Midea,1.5,3.0,Split,854.39,111 - 150 sqft
Blue Star 2025 Model 1.5 Ton 3 Star Window Inverter AC,4.2,31290,41400,24,"1,912 Ratings & 181 Reviews",Annual Power Usage: 1191.02 kWhRoom Size: 111 - 150 sqftWarranty of the Product is Limited to Manufacturing Defects Only,3,"1,912 Ratings ", 181 Reviews,1912,181,Blue,1.5,3.0,Window,1191.02,111 - 150 sqft
MarQ by Flipkart 2026 Model 2 Ton 3 Star Split Inverter 5-in-1 Convertible with Turbo Cool Technology ...,4.2,35990,63999,43,"1,462 Ratings & 164 Reviews",Annual Power Usage: 1780 WRoom Size: 151 - 200 sqft1 year comprehensive warranty on product and 10 years warranty on compressor,3,"1,462 Ratings ", 164 Reviews,1462,164,MarQ,2.0,3.0,Split,1780.0,151 - 200 sqft
Voltas 2026 Model 1.5 Ton 3 Star Split Inverter AC,4.2,33990,60990,44,"83,437 Ratings & 7,067 Reviews","Annual Power Usage: 900.94 kWhRoom Size: 111 - 150 sqft1 Year Warranty On Product,10 Years Warranty On Compressor",3,"83,437 Ratings "," 7,067 Reviews",83437,7067,Voltas,1.5,3.0,Split,900.94,111 - 150 sqft
"LG 2025 Model 1.5 Ton 5 Star Split Dual Inverter with Faster Cooling and Energy Saving, AI Convertible...",4.2,42990,78990,45,"46,175 Ratings & 4,255 Reviews",Annual Power Usage: 744.75 kWhRoom Size: 111 - 150 sqft1 Year Manufacturing Warranty on Product,3,"46,175 Ratings "," 4,255 Reviews",46175,4255,LG,1.5,5.0,Split,744.75,111 - 150 sqft
"Samsung Bespoke AI 2026 Model 1.5 ton 3 Star Split Inverter with Wi-fi Energy Saving, Voice Control, P...",4.1,36490,78990,53,"37,322 Ratings & 3,395 Reviews",Annual Power Usage: 847.65 kWhRoom Size: 111 - 150 sqft5 year comprehensive warranty on product and 10 years warranty on compressor,3,"37,322 Ratings "," 3,395 Reviews",37322,3395,Samsung,1.5,3.0,Split,847.65,111 - 150 sqft
Blue Star 2026 Model 1 Ton 5 Star Split Inverter with Wi-fi AC,4.0,37990,62000,38,"2,676 Ratings & 255 Reviews",Annual Power Usage: 495.16 kWhRoom Size: 90 sqft or Below60 months for those customers who purchase Blue Star Split ACs (Inverter or Fixed Speed SACs) of Tonnage up to 2 Tr from 16th February 2026 to 30th June 2026.,3,"2,676 Ratings ", 255 Reviews,2676,255,Blue,1.0,5.0,Split,495.16,90 sqft
Lloyd 2026 Model 1 Ton 5 Star Split Inverter AC,4.0,35990,58990,38,"1,286 Ratings & 110 Reviews","Annual Power Usage: 471.53 kWhRoom Size: 90 sqft or Below1 Year Comprehensive Warranty on AC, 5 Year Warranty on Component and 10 Years Warranty on Compressor",3,"1,286 Ratings ", 110 Reviews,1286,110,Lloyd,1.0,5.0,Split,471.53,90 sqft
Godrej 2025 Model 1 Ton 3 Star Split Inverter 5-In-1-Convertible Cooling with Heavy Duty Cooling At Ex...,4.0,26490,38600,31,"8,298 Ratings & 716 Reviews","Annual Power Usage: 1034 UnitsRoom Size: 90 sqft or Below5 Years Warranty on Whole Product (Valid on sales post 1 Sep 2024, warranty can be availed after registering on Brand website within 7 days of purchase) and 10 Years Warranty on Compressor",3,"8,298 Ratings ", 716 Reviews,8298,716,Godrej,1.0,3.0,Split,1034.0,90 sqft
"CARRIER 2026 Model 1.5 Ton 3 Star Split AI Inverter Convertible 6-in-1 with Smart Energy Display, Inst...",4.2,32490,65500,50,"38,222 Ratings & 4,626 Reviews","Annual Power Usage: 854.39 kWhRoom Size: 111 - 150 sqft1 Year Warranty on Product, 5 Years on PCB and 10 Years on the Compressor",3,"38,222 Ratings "," 4,626 Reviews",38222,4626,CARRIER,1.5,3.0,Split,854.39,111 - 150 sqft
MOTOROLA 2026 Model 2 Ton 3 Star Split Inverter with Wi-fi | Free Installation with 3-Year Comprehensi...,4.3,38990,70999,45,494 Ratings & 84 Reviews,"Annual Power Usage: 1098.15 kWhRoom Size: 151 - 200 sqft3 Year on Product and 10 Years Warranty on Compressor

You additionally get the following benefits free of cost for the first 3 years:
-Gas recharge (maximum 2 times) and service basis requirement.

Please reach out to the brand for these benefits.",3,494 Ratings , 84 Reviews,494,84,MOTOROLA,2.0,3.0,Split,1098.15,151 - 200 sqft
ONIDA 2025 Model 2 Ton 3 Star Split Inverter 5-in-1 Convertible Cooling with Four Way Swing AC,4.1,35990,66290,45,"1,153 Ratings & 117 Reviews","Annual Power Usage: 1231.9 UnitsRoom Size: 151 - 200 sqft1 Years Warranty On Product, 5 Years Warranty on PCB, 10 Years Warranty on Compressor",3,"1,153 Ratings ", 117 Reviews,1153,117,ONIDA,2.0,3.0,Split,1231.9,151 - 200 sqft
Whirlpool 2026 Model 1.5 Ton 3 Star Split Inverter AC,4.1,32240,57150,43,"30,027 Ratings & 3,540 Reviews","Annual Power Usage: 858.22 kWhRoom Size: 111 - 150 sqft1 year warranty on product, 5 years  warranty on compressor",3,"30,027 Ratings "," 3,540 Reviews",30027,3540,Whirlpool,1.5,3.0,Split,858.22,111 - 150 sqft
Samsung 2025 Model 1.5 Ton 5 Star Split Inverter with Wi-fi AC,4.2,36490,72990,50,"26,515 Ratings & 2,683 Reviews",Annual Power Usage: 751.24 WRoom Size: 111 - 150 sqft5 Years Comprehensive Warranty on AC and 10 Years Warranty on Compressor,3,"26,515 Ratings "," 2,683 Reviews",26515,2683,Samsung,1.5,5.0,Split,751.24,111 - 150 sqft
Hisense 2026 Model 2 Ton 3 Star Split Inverter AC,3.8,34990,56000,37,67 Ratings & 10 Reviews,"Annual Power Usage: 1073.79 kWhRoom Size: 151 - 200 sqft1 Year Comprehensive warranty on Product, 5 Year on PCB & 10 Year on Compressor",3,67 Ratings , 10 Reviews,67,10,Hisense,2.0,3.0,Split,1073.79,151 - 200 sqft
LG 2026 Model 1.5 Ton 5 Star Split Smart Inverter AC,4.2,48490,83290,41,"46,175 Ratings & 4,255 Reviews","Annual Power Usage: 671.15 kWhRoom Size: 111 - 150 sqftManufacturer Warranty: 1 Year Comprehensive on Product, 5 Year on PCB and Motor & 10 Year on Compressor (Free Gas charging during comprehensive period only T&C Apply) To claim, present your original Proof of Purchase (invoice), model and serial number of the Product while requesting service. Visit https://www.lg.com/in/support for details Call on our customer care number 8069379999, WhatsApp : 9711709999 E-mail: serviceindia@lge.com",3,"46,175 Ratings "," 4,255 Reviews",46175,4255,LG,1.5,5.0,Split,671.15,111 - 150 sqft
Voltas 2025 Model 2 Ton 3 Star Split Inverter AC,4.1,43990,74990,41,"1,788 Ratings & 157 Reviews","Annual Power Usage: 1079.03 kWhRoom Size: 151 - 200 sqft1 Year Warranty On Product,10 Years Warranty On Compressor",3,"1,788 Ratings ", 157 Reviews,1788,157,Voltas,2.0,3.0,Split,1079.03,151 - 200 sqft
Samsung 2026 Model 1.5 Ton 5 Star Split Inverter with Wi-fi AC,4.2,48000,87990,45,"26,515 Ratings & 2,683 Reviews","Annual Power Usage: 636.71 kWhRoom Size: 111 - 150 sqftManufacturer warranty: 5 year comprehensive, 10 years on compressor (T&C Apply)",3,"26,515 Ratings "," 2,683 Reviews",26515,2683,Samsung,1.5,5.0,Split,636.71,111 - 150 sqft
"Samsung Bespoke AI 2026 Model 1.5 ton 4 Star Split Inverter with Wi-fi Energy Saving, Voice Control, P...",4.1,38990,82990,53,"6,233 Ratings & 578 Reviews",Annual Power Usage: 713.57 kWhRoom Size: 111 - 150 sqft5 year comprehensive warranty on product and 10 years warranty on compressor,3,"6,233 Ratings ", 578 Reviews,6233,578,Samsung,1.5,4.0,Split,713.57,111 - 150 sqft
CARRIER 2026 Model 1.5 Ton 3 Star Split AI Inverter with Wi-fi Convertible 6-in-1 with Geo-Fencing & V...,4.2,33490,65900,49,"38,222 Ratings & 4,626 Reviews","Annual Power Usage: 854.39 kWhRoom Size: 111 - 150 sqft1 Year Warranty on Product, 5 Years on PCB and 10 Years on the Compressor",3,"38,222 Ratings "," 4,626 Reviews",38222,4626,CARRIER,1.5,3.0,Split,854.39,111 - 150 sqft
Voltas 2026 Model 1.5 Ton 3 Star Split Inverter AC,4.2,33990,60990,44,"83,437 Ratings & 7,067 Reviews",Annual Power Usage: 900.94 kWhRoom Size: 111 - 150 sqft1 Year Warranty on Product + 10 Years on Inverter SAC Compressor,3,"83,437 Ratings "," 7,067 Reviews",83437,7067,Voltas,1.5,3.0,Split,900.94,111 - 150 sqft
Godrej 2025 Model 1.4 Ton 3 Star Split Inverter 5-In-1-Convertible Cooling Heavy Duty Cooling At Extre...,3.9,28490,40450,29,"3,150 Ratings & 247 Reviews","Annual Power Usage: 905.88 UnitsRoom Size: 111 - 150 sqft5 Years Warranty on Whole Product (Valid on sales post 1 Sep 2024, warranty can be availed after registering on Brand website within 7 days of purchase) and 10 Years Warranty on Compressor",3,"3,150 Ratings ", 247 Reviews,3150,247,Godrej,1.4,3.0,Split,905.88,111 - 150 sqft
LG 2025 Model 1.5 Ton 5 Star Split AI Dual Inverter AI Convertible 6-in-1 Split with Faster Cooling an...,4.2,42990,78990,45,"46,175 Ratings & 4,255 Reviews","Annual Power Usage: 744.75 kWhRoom Size: 111 - 150 sqft1 Year Warranty on Product,5 year on Pcb and 10 Years Warranty on Compressor",3,"46,175 Ratings "," 4,255 Reviews",46175,4255,LG,1.5,5.0,Split,744.75,111 - 150 sqft
Midea 2026 Model 1.5 Ton 3 Star Split AI Inverter with Wi-fi Convertible 6-in-1 with Turbo Mode for Fa...,4.3,29990,59700,49,"18,604 Ratings & 2,838 Reviews","Annual Power Usage: 854.39 kWhRoom Size: 111 - 150 sqft5 Year Comprehensive Warranty On Product,10 Year Warranty On Compressor",3,"18,604 Ratings "," 2,838 Reviews",18604,2838,Midea,1.5,3.0,Split,854.39,111 - 150 sqft
